Year,Month,State,Group,Sub Group,Description,Rural,Urban,Combined,Status,
2018,July,ALL India,1,1.1.07,Vegetables,1.78,-9.08,-2.26,F,
2018,August,ALL India,1,1.1.07,Vegetables,-4.05,-12.51,-7.12,F,
2018,September,ALL India,1,1.1.07,Vegetables,-3.30,-5.85,-4.21,F,
2018,October,ALL India,1,1.1.07,Vegetables,-6.05,-11.66,-8.12,F,
2018,November,ALL India,1,1.1.07,Vegetables,-12.20,-21.60,-15.59,F,
2018,December,ALL India,1,1.1.07,Vegetables,-15.16,-18.87,-16.39,F,
2019,January,ALL India,1,1.1.07,Vegetables,-13.41,-13.29,-13.39,F,
2019,February,ALL India,1,1.1.07,Vegetables,-9.62,-3.87,-7.69,F,
2019,March,ALL India,1,1.1.07,Vegetables,-7.10,10.31,-1.49,F,
2019,April,ALL India,1,1.1.07,Vegetables,-4.29,17.71,2.87,F,
2019,May,ALL India,1,1.1.07,Vegetables,-3.19,22.98,5.46,F,
2019,June,ALL India,1,1.1.07,Vegetables,-2.02,17.92,4.73,F,
2019,July,ALL India,1,1.1.07,Vegetables,-2.66,13.13,2.82,F,
2019,August,ALL India,1,1.1.07,Vegetables,-0.06,20.22,6.90,F,
2019,September,ALL India,1,1.1.07,Vegetables,9.37,27.16,15.47,F,
2019,October,ALL India,1,1.1.07,Vegetables,21.14,35.42,26.10,F,
2019,November,ALL India,1,1.1.07,Vegetables,29.76,48.55,36.06,F,
2019,December,ALL India,1,1.1.07,Vegetables,53.37,74.85,60.50,F,
2020,January,ALL India,1,1.1.07,Vegetables,45.41,59.23,50.04,F,
2020,February,ALL India,1,1.1.07,Vegetables,28.28,38.07,31.61,F,
2020,March,ALL India,1,1.1.07,Vegetables,18.80,18.27,18.63,F,
2020,June,ALL India,1,1.1.07,Vegetables,5.90,0.82,3.99,F,
2020,July,ALL India,1,1.1.07,Vegetables,13.92,6.55,11.10,F,
2020,August,ALL India,1,1.1.07,Vegetables,14.47,6.82,11.53,F,
2020,September,ALL India,1,1.1.07,Vegetables,22.77,17.46,20.79,F,
2020,October,ALL India,1,1.1.07,Vegetables,24.27,18.39,22.08,F,
2020,November,ALL India,1,1.1.07,Vegetables,17.66,11.68,15.48,F,
2020,December,ALL India,1,1.1.07,Vegetables,-10.36,-10.67,-10.51,F,
2021,January,ALL India,1,1.1.07,Vegetables,-17.96,-12.03,-15.84,F,
2021,February,ALL India,1,1.1.07,Vegetables,-9.33,-0.94,-6.27,F,
2021,March,ALL India,1,1.1.07,Vegetables,-7.42,-0.54,-4.96,F,
2021,April,ALL India,1,1.1.07,Vegetables,-16.96,-10.22,-14.53,F,
2021,May,ALL India,1,1.1.07,Vegetables,-4.62,2.90,-1.92,F,
2021,June,ALL India,1,1.1.07,Vegetables,-2.82,2.92,-0.70,F,
2021,July,ALL India,1,1.1.07,Vegetables,-10.64,-2.87,-7.80,F,
2021,August,ALL India,1,1.1.07,Vegetables,-13.93,-7.87,-11.73,F,
2021,September,ALL India,1,1.1.07,Vegetables,-24.53,-18.81,-22.42,F,
2021,October,ALL India,1,1.1.07,Vegetables,-23.31,-12.60,-19.43,F,
2021,November,ALL India,1,1.1.07,Vegetables,-18.34,-4.90,-13.58,F,
2021,December,ALL India,1,1.1.07,Vegetables,-8.25,6.14,-3.04,F,
2022,January,ALL India,1,1.1.07,Vegetables,1.34,11.38,5.13,F,
2022,February,ALL India,1,1.1.07,Vegetables,3.67,10.00,6.06,F,
2022,March,ALL India,1,1.1.07,Vegetables,10.50,13.43,11.64,F,
2022,April,ALL India,1,1.1.07,Vegetables,13.69,18.01,15.34,F,
2022,May,ALL India,1,1.1.07,Vegetables,15.90,22.04,18.26,F,
2022,June,ALL India,1,1.1.07,Vegetables,15.62,20.03,17.31,F,
2022,July,ALL India,1,1.1.07,Vegetables,10.34,11.86,10.90,F,
2022,August,ALL India,1,1.1.07,Vegetables,12.48,14.51,13.29,F,
2022,September,ALL India,1,1.1.07,Vegetables,16.84,20.33,18.18,F,
2022,October,ALL India,1,1.1.07,Vegetables,8.45,6.62,7.77,F,
2022,November,ALL India,1,1.1.07,Vegetables,-6.69,-10.30,-8.08,F,
2022,December,ALL India,1,1.1.07,Vegetables,-12.83,-18.59,-15.08,F,
2023,January,ALL India,1,1.1.07,Vegetables,-10.24,-13.90,-11.70,F,
2023,February,ALL India,1,1.1.07,Vegetables,-10.57,-13.08,-11.55,F,
2023,March,ALL India,1,1.1.07,Vegetables,-9.56,-6.63,-8.45,F,
2023,April,ALL India,1,1.1.07,Vegetables,-7.03,-5.66,-6.50,F,
2023,May,ALL India,1,1.1.07,Vegetables,-7.29,-8.96,-7.95,F,
2023,June,ALL India,1,1.1.07,Vegetables,-0.84,-0.33,-0.66,F,
2023,July,ALL India,1,1.1.07,Vegetables,34.64,41.63,37.40,F,
2023,August,ALL India,1,1.1.07,Vegetables,25.01,27.78,26.08,F,
2023,September,ALL India,1,1.1.07,Vegetables,4.30,2.13,3.44,F,
2023,October,ALL India,1,1.1.07,Vegetables,3.08,2.41,2.80,F,
2023,November,ALL India,1,1.1.07,Vegetables,16.49,19.71,17.70,F,
2023,December,ALL India,1,1.1.07,Vegetables,25.43,31.28,27.64,F,
2024,January,ALL India,1,1.1.07,Vegetables,25.89,29.04,27.10,F,
2024,February,ALL India,1,1.1.07,Vegetables,29.54,31.38,30.25,F,
2024,March,ALL India,1,1.1.07,Vegetables,29.52,26.55,28.34,F,
2024,April,ALL India,1,1.1.07,Vegetables,29.48,25.29,27.80,F,
2024,May,ALL India,1,1.1.07,Vegetables,28.24,26.05,27.39,F,
2024,June,ALL India,1,1.1.07,Vegetables,30.14,27.94,29.32,F,
2024,July,ALL India,1,1.1.07,Vegetables,9.60,2.74,6.83,F,
2024,August,ALL India,1,1.1.07,Vegetables,13.22,6.94,10.75,F,
2024,September,ALL India,1,1.1.07,Vegetables,36.10,35.96,36.04,F,
2024,October,ALL India,1,1.1.07,Vegetables,41.99,42.63,42.23,F,
2024,November,ALL India,1,1.1.07,Vegetables,30.07,28.21,29.37,F,
2024,December,ALL India,1,1.1.07,Vegetables,28.66,23.27,26.56,F,
2025,January,ALL India,1,1.1.07,Vegetables,13.12,8.58,11.35,F,
2014,January,ALL India,1,1.1.08,Pulses and products,3.30,1.61,2.74,F,
2014,February,ALL India,1,1.1.08,Pulses and products,3.68,3.94,3.80,F,
2014,March,ALL India,1,1.1.08,Pulses and products,4.26,5.22,4.57,F,
2014,April,ALL India,1,1.1.08,Pulses and products,5.01,6.12,5.41,F,
2014,May,ALL India,1,1.1.08,Pulses and products,5.09,7.03,5.77,F,
2014,June,ALL India,1,1.1.08,Pulses and products,5.06,7.02,5.74,F,
2014,July,ALL India,1,1.1.08,Pulses and products,5.70,7.61,6.39,F,
2014,August,ALL India,1,1.1.08,Pulses and products,6.24,10.03,7.51,F,
2014,September,ALL India,1,1.1.08,Pulses and products,6.38,11.23,7.94,F,
2014,October,ALL India,1,1.1.08,Pulses and products,6.65,11.49,8.20,F,
2014,November,ALL India,1,1.1.08,Pulses and products,6.51,12.23,8.32,F,
2014,December,ALL India,1,1.1.08,Pulses and products,6.21,12.14,8.19,F,
2015,January,ALL India,1,1.1.08,Pulses and products,6.93,14.33,9.37,F,
2015,February,ALL India,1,1.1.08,Pulses and products,8.20,15.62,10.61,F,
2015,March,ALL India,1,1.1.08,Pulses and products,8.80,16.80,11.48,F,
2015,April,ALL India,1,1.1.08,Pulses and products,9.46,18.29,12.43,F,
2015,May,ALL India,1,1.1.08,Pulses and products,11.48,26.64,16.62,F,
2015,June,ALL India,1,1.1.08,Pulses and products,17.56,31.29,22.24,F,
2015,July,ALL India,1,1.1.08,Pulses and products,18.20,32.18,22.88,F,
2015,August,ALL India,1,1.1.08,Pulses and products,20.86,35.42,25.76,F,
2015,September,ALL India,1,1.1.08,Pulses and products,23.57,41.49,29.76,F,
2015,October,ALL India,1,1.1.08,Pulses and products,33.51,59.45,42.38,F,
2015,November,ALL India,1,1.1.08,Pulses and products,38.38,60.60,46.08,F,
2015,December,ALL India,1,1.1.08,Pulses and products,39.38,58.28,45.83,F,
2016,January,ALL India,1,1.1.08,Pulses and products,39.76,49.88,43.32,F,
2016,February,ALL India,1,1.1.08,Pulses and products,37.04,41.01,38.46,F,
2016,March,ALL India,1,1.1.08,Pulses and products,34.45,33.88,34.23,F,
2016,April,ALL India,1,1.1.08,Pulses and products,33.91,34.73,34.21,F,
2016,May,ALL India,1,1.1.08,Pulses and products,33.55,28.19,31.57,F,
2016,June,ALL India,1,1.1.08,Pulses and products,28.28,24.51,26.86,F,
2016,July,ALL India,1,1.1.08,Pulses and products,28.40,26.02,27.53,F,
2016,August,ALL India,1,1.1.08,Pulses and products,24.87,16.86,21.94,F,
2016,September,ALL India,1,1.1.08,Pulses and products,19.92,4.96,14.33,F,
2016,October,ALL India,1,1.1.08,Pulses and products,10.38,-6.14,4.11,F,
2016,November,ALL India,1,1.1.08,Pulses and products,5.72,-8.72,0.29,F,
2016,December,ALL India,1,1.1.08,Pulses and products,3.58,-10.42,-1.63,F,
2017,January,ALL India,1,1.1.08,Pulses and products,-1.28,-15.80,-6.56,F,
2017,February,ALL India,1,1.1.08,Pulses and products,-3.62,-18.88,-9.08,F,
2017,March,ALL India,1,1.1.08,Pulses and products,-8.19,-20.26,-12.42,F,
2017,April,ALL India,1,1.1.08,Pulses and products,-11.19,-24.36,-15.88,F,
2017,May,ALL India,1,1.1.08,Pulses and products,-14.58,-28.06,-19.45,F,
2017,June,ALL India,1,1.1.08,Pulses and products,-17.14,-30.48,-21.86,F,
2017,July,ALL India,1,1.1.08,Pulses and products,-19.62,-33.81,-24.69,F,
2017,August,ALL India,1,1.1.08,Pulses and products,-20.21,-32.25,-24.43,F,
2017,September,ALL India,1,1.1.08,Pulses and products,-19.54,-28.28,-22.51,F,
2017,October,ALL India,1,1.1.08,Pulses and products,-19.86,-29.37,-23.13,F,
2017,November,ALL India,1,1.1.08,Pulses and products,-20.12,-30.13,-23.59,F,
2017,December,ALL India,1,1.1.08,Pulses and products,-20.31,-29.65,-23.47,F,
2018,January,ALL India,1,1.1.08,Pulses and products,-18.49,-23.66,-20.19,F,
2018,February,ALL India,1,1.1.08,Pulses and products,-17.02,-18.24,-17.35,F,
2018,March,ALL India,1,1.1.08,Pulses and products,-12.64,-14.95,-13.41,F,
2018,April,ALL India,1,1.1.08,Pulses and products,-11.14,-14.80,-12.35,F,
2018,May,ALL India,1,1.1.08,Pulses and products,-10.30,-14.22,-11.57,F,
2018,June,ALL India,1,1.1.08,Pulses and products,-10.13,-12.40,-10.87,F,
2018,July,ALL India,1,1.1.08,Pulses and products,-8.47,-9.70,-8.91,F,
2018,August,ALL India,1,1.1.08,Pulses and products,-7.71,-8.02,-7.76,F,
2018,September,ALL India,1,1.1.08,Pulses and products,-8.53,-8.84,-8.65,F,
2018,October,ALL India,1,1.1.08,Pulses and products,-11.00,-8.78,-10.36,F,
2018,November,ALL India,1,1.1.08,Pulses and products,-10.90,-5.65,-9.22,F,
2018,December,ALL India,1,1.1.08,Pulses and products,-9.64,-1.92,-7.20,F,
2019,January,ALL India,1,1.1.08,Pulses and products,-7.97,-0.17,-5.50,F,
2019,February,ALL India,1,1.1.08,Pulses and products,-6.68,2.48,-3.82,F,
2019,March,ALL India,1,1.1.08,Pulses and products,-5.41,4.50,-2.25,F,
2019,April,ALL India,1,1.1.08,Pulses and products,-4.28,6.75,-0.81,F,
2019,May,ALL India,1,1.1.08,Pulses and products,-1.65,10.28,2.13,F,
2019,June,ALL India,1,1.1.08,Pulses and products,2.14,13.45,5.68,F,
2019,July,ALL India,1,1.1.08,Pulses and products,3.32,14.48,6.82,F,
2019,August,ALL India,1,1.1.08,Pulses and products,3.71,14.26,6.94,F,
2019,September,ALL India,1,1.1.08,Pulses and products,5.42,14.80,8.40,F,
2019,October,ALL India,1,1.1.08,Pulses and products,9.64,15.90,11.72,F,
2019,November,ALL India,1,1.1.08,Pulses and products,12.56,16.74,13.94,F,
2019,December,ALL India,1,1.1.08,Pulses and products,14.81,16.77,15.44,F,
2020,January,ALL India,1,1.1.08,Pulses and products,16.32,17.68,16.71,F,
2020,February,ALL India,1,1.1.08,Pulses and products,16.71,16.43,16.61,F,
2020,March,ALL India,1,1.1.08,Pulses and products,15.94,15.74,15.85,F,
2020,June,ALL India,1,1.1.08,Pulses and products,16.78,19.31,17.61,F,
2020,July,ALL India,1,1.1.08,Pulses and products,14.78,17.38,15.69,F,
2020,August,ALL India,1,1.1.08,Pulses and products,13.54,16.18,14.44,F,
2020,September,ALL India,1,1.1.08,Pulses and products,13.69,16.81,14.67,F,
2020,October,ALL India,1,1.1.08,Pulses and products,17.13,20.96,18.34,F,
2020,November,ALL India,1,1.1.08,Pulses and products,17.11,19.99,18.05,F,
2020,December,ALL India,1,1.1.08,Pulses and products,14.91,18.15,15.98,F,
2021,January,ALL India,1,1.1.08,Pulses and products,12.40,15.17,13.32,F,
2021,February,ALL India,1,1.1.08,Pulses and products,11.71,14.47,12.62,F,
2021,March,ALL India,1,1.1.08,Pulses and products,12.27,15.32,13.25,F,
2021,April,ALL India,1,1.1.08,Pulses and products,7.26,7.96,7.51,F,
2021,May,ALL India,1,1.1.08,Pulses and products,9.27,9.58,9.39,F,
2021,June,ALL India,1,1.1.08,Pulses and products,10.11,9.80,10.01,F,
2021,July,ALL India,1,1.1.08,Pulses and products,9.14,8.86,9.04,F,
2021,August,ALL India,1,1.1.08,Pulses and products,9.04,8.42,8.81,F,
2021,September,ALL India,1,1.1.08,Pulses and products,9.05,8.08,8.75,F,
2021,October,ALL India,1,1.1.08,Pulses and products,5.97,4.16,5.36,F,
2021,November,ALL India,1,1.1.08,Pulses and products,3.70,2.23,3.18,F,
2021,December,ALL India,1,1.1.08,Pulses and products,3.13,1.30,2.49,F,
2022,January,ALL India,1,1.1.08,Pulses and products,3.40,2.25,3.02,F,
2022,February,ALL India,1,1.1.08,Pulses and products,3.47,2.13,3.02,F,
2022,March,ALL India,1,1.1.08,Pulses and products,3.14,1.43,2.57,F,
2022,April,ALL India,1,1.1.08,Pulses and products,2.48,0.74,1.86,F,
2022,May,ALL India,1,1.1.08,Pulses and products,-0.06,-1.08,-0.42,F,
2022,June,ALL India,1,1.1.08,Pulses and products,-0.54,-1.98,-1.02,F,
2022,July,ALL India,1,1.1.08,Pulses and products,0.49,-0.43,0.18,F,
2022,August,ALL India,1,1.1.08,Pulses and products,2.64,2.32,2.58,F,
2022,September,ALL India,1,1.1.08,Pulses and products,3.11,2.86,3.05,F,
2022,October,ALL India,1,1.1.08,Pulses and products,2.72,2.78,2.78,F,
2022,November,ALL India,1,1.1.08,Pulses and products,2.90,3.57,3.15,F,
2022,December,ALL India,1,1.1.08,Pulses and products,3.65,4.32,3.89,F,
2023,January,ALL India,1,1.1.08,Pulses and products,4.09,4.52,4.27,F,
2023,February,ALL India,1,1.1.08,Pulses and products,3.78,4.78,4.09,F,
2023,March,ALL India,1,1.1.08,Pulses and products,3.84,5.39,4.39,F,
2023,April,ALL India,1,1.1.08,Pulses and products,4.66,6.52,5.28,F,
2023,May,ALL India,1,1.1.08,Pulses and products,6.00,7.80,6.62,F,
2023,June,ALL India,1,1.1.08,Pulses and products,9.90,11.98,10.59,F,
2023,July,ALL India,1,1.1.08,Pulses and products,12.71,14.57,13.33,F,
2023,August,ALL India,1,1.1.08,Pulses and products,12.39,14.47,13.04,F,
2023,September,ALL India,1,1.1.08,Pulses and products,15.38,18.26,16.32,F,
2023,October,ALL India,1,1.1.08,Pulses and products,17.74,21.07,18.85,F,
2023,November,ALL India,1,1.1.08,Pulses and products,19.21,22.40,20.29,F,
2023,December,ALL India,1,1.1.08,Pulses and products,19.77,22.65,20.73,F,
2024,January,ALL India,1,1.1.08,Pulses and products,18.63,21.32,19.54,F,
2024,February,ALL India,1,1.1.08,Pulses and products,18.05,20.47,18.90,F,
2024,March,ALL India,1,1.1.08,Pulses and products,17.13,19.05,17.77,F,
2024,April,ALL India,1,1.1.08,Pulses and products,16.15,18.03,16.84,F,
2024,May,ALL India,1,1.1.08,Pulses and products,16.47,18.54,17.14,F,
2024,June,ALL India,1,1.1.08,Pulses and products,15.42,17.41,16.07,F,
2024,July,ALL India,1,1.1.08,Pulses and products,14.14,16.02,14.77,F,
2024,August,ALL India,1,1.1.08,Pulses and products,13.15,14.36,13.60,F,
2024,September,ALL India,1,1.1.08,Pulses and products,9.79,9.80,9.81,F,
2024,October,ALL India,1,1.1.08,Pulses and products,7.61,7.00,7.38,F,
2024,November,ALL India,1,1.1.08,Pulses and products,5.72,4.83,5.41,F,
2024,December,ALL India,1,1.1.08,Pulses and products,4.02,3.47,3.83,F,
2025,January,ALL India,1,1.1.08,Pulses and products,2.57,2.55,2.55,F,
2014,January,ALL India,1,1.1.09,Sugar and confectionery,-4.68,-7.80,-5.65,F,
2014,February,ALL India,1,1.1.09,Sugar and confectionery,-4.35,-8.09,-5.61,F,
2014,March,ALL India,1,1.1.09,Sugar and confectionery,-3.62,-6.14,-4.41,F,
2014,April,ALL India,1,1.1.09,Sugar and confectionery,-1.54,-1.67,-1.64,F,
2014,May,ALL India,1,1.1.09,Sugar and confectionery,-0.19,-0.59,-0.29,F,
2014,June,ALL India,1,1.1.09,Sugar and confectionery,-0.48,0.00,-0.29,F,
2014,July,ALL India,1,1.1.09,Sugar and confectionery,0.48,1.38,0.77,F,
2014,August,ALL India,1,1.1.09,Sugar and confectionery,0.96,1.68,1.16,F,
2014,September,ALL India,1,1.1.09,Sugar and confectionery,0.48,1.09,0.68,F,
2014,October,ALL India,1,1.1.09,Sugar and confectionery,0.10,1.00,0.39,F,
2014,November,ALL India,1,1.1.09,Sugar and confectionery,-0.29,0.30,-0.10,F,
2014,December,ALL India,1,1.1.09,Sugar and confectionery,-0.87,-0.81,-0.89,F,
2015,January,ALL India,1,1.1.09,Sugar and confectionery,-1.28,-0.83,-1.20,F,
2015,February,ALL India,1,1.1.09,Sugar and confectionery,-1.09,-0.42,-0.91,F,
2015,March,ALL India,1,1.1.09,Sugar and confectionery,-2.27,-3.22,-2.61,F,
2015,April,ALL India,1,1.1.09,Sugar and confectionery,-4.68,-8.67,-5.99,F,
2015,May,ALL India,1,1.1.09,Sugar and confectionery,-5.70,-10.37,-7.30,F,
2015,June,ALL India,1,1.1.09,Sugar and confectionery,-7.05,-11.44,-8.55,F,
2015,July,ALL India,1,1.1.09,Sugar and confectionery,-10.21,-16.55,-12.30,F,
2015,August,ALL India,1,1.1.09,Sugar and confectionery,-11.42,-16.94,-13.23,F,
2015,September,ALL India,1,1.1.09,Sugar and confectionery,-11.65,-15.31,-12.91,F,
2015,October,ALL India,1,1.1.09,Sugar and confectionery,-9.90,-11.66,-10.48,F,
2015,November,ALL India,1,1.1.09,Sugar and confectionery,-8.52,-9.02,-8.62,F,
2015,December,ALL India,1,1.1.09,Sugar and confectionery,-6.47,-5.21,-6.06,F,
2016,January,ALL India,1,1.1.09,Sugar and confectionery,-2.79,0.62,-1.62,F,
2016,February,ALL India,1,1.1.09,Sugar and confectionery,-1.30,4.32,0.51,F,
2016,March,ALL India,1,1.1.09,Sugar and confectionery,1.52,9.23,4.02,F,
2016,April,ALL India,1,1.1.09,Sugar and confectionery,7.36,19.10,11.18,F,
2016,May,ALL India,1,1.1.09,Sugar and confectionery,10.14,22.36,14.06,F,
2016,June,ALL India,1,1.1.09,Sugar and confectionery,12.98,24.72,16.79,F,
2016,July,ALL India,1,1.1.09,Sugar and confectionery,17.22,32.21,21.91,F,
2016,August,ALL India,1,1.1.09,Sugar and confectionery,20.41,34.35,24.75,F,
2016,September,ALL India,1,1.1.09,Sugar and confectionery,22.27,33.37,25.88,F,
2016,October,ALL India,1,1.1.09,Sugar and confectionery,21.02,29.08,23.62,F,
2016,November,ALL India,1,1.1.09,Sugar and confectionery,20.00,27.31,22.29,F,
2016,December,ALL India,1,1.1.09,Sugar and confectionery,19.29,24.60,21.06,F,
2017,January,ALL India,1,1.1.09,Sugar and confectionery,17.50,21.30,18.69,F,
2017,February,ALL India,1,1.1.09,Sugar and confectionery,17.73,20.59,18.72,F,
2017,March,ALL India,1,1.1.09,Sugar and confectionery,16.43,18.17,16.95,F,
2017,April,ALL India,1,1.1.09,Sugar and confectionery,11.81,10.72,11.37,F,
2017,May,ALL India,1,1.1.09,Sugar and confectionery,10.33,8.91,9.84,F,
2017,June,ALL India,1,1.1.09,Sugar and confectionery,9.28,7.95,8.83,F,
2017,July,ALL India,1,1.1.09,Sugar and confectionery,8.79,7.24,8.27,F,
2017,August,ALL India,1,1.1.09,Sugar and confectionery,7.76,6.54,7.35,F,
2017,September,ALL India,1,1.1.09,Sugar and confectionery,6.98,6.34,6.77,F,
2017,October,ALL India,1,1.1.09,Sugar and confectionery,7.05,6.24,6.75,F,
2017,November,ALL India,1,1.1.09,Sugar and confectionery,8.02,7.18,7.80,F,
2017,December,ALL India,1,1.1.09,Sugar and confectionery,7.12,4.50,6.21,F,
2018,January,ALL India,1,1.1.09,Sugar and confectionery,4.09,0.00,2.77,F,
2018,February,ALL India,1,1.1.09,Sugar and confectionery,1.46,-3.43,-0.17,F,
2018,March,ALL India,1,1.1.09,Sugar and confectionery,0.17,-5.07,-1.61,F,
2018,April,ALL India,1,1.1.09,Sugar and confectionery,-1.87,-8.44,-4.05,F,
2018,May,ALL India,1,1.1.09,Sugar and confectionery,-5.73,-12.98,-8.21,F,
2018,June,ALL India,1,1.1.09,Sugar and confectionery,-5.47,-10.34,-7.11,F,
2018,July,ALL India,1,1.1.09,Sugar and confectionery,-4.75,-7.98,-5.81,F,
2018,August,ALL India,1,1.1.09,Sugar and confectionery,-4.47,-7.21,-5.36,F,
2018,September,ALL India,1,1.1.09,Sugar and confectionery,-5.45,-8.25,-6.42,F,
2018,October,ALL India,1,1.1.09,Sugar and confectionery,-7.50,-7.99,-7.64,F,
2018,November,ALL India,1,1.1.09,Sugar and confectionery,-8.90,-9.20,-9.02,F,
2018,December,ALL India,1,1.1.09,Sugar and confectionery,-9.84,-8.04,-9.22,F,
2019,January,ALL India,1,1.1.09,Sugar and confectionery,-9.29,-5.88,-8.16,F,
2019,February,ALL India,1,1.1.09,Sugar and confectionery,-8.14,-4.33,-6.92,F,
2019,March,ALL India,1,1.1.09,Sugar and confectionery,-7.51,-3.33,-6.12,F,
2019,April,ALL India,1,1.1.09,Sugar and confectionery,-5.90,-0.18,-4.05,F,
2019,May,ALL India,1,1.1.09,Sugar and confectionery,-2.24,5.60,0.27,F,
2019,June,ALL India,1,1.1.09,Sugar and confectionery,-1.60,3.14,-0.09,F,
2019,July,ALL India,1,1.1.09,Sugar and confectionery,-3.06,0.00,-2.11,F,
2019,August,ALL India,1,1.1.09,Sugar and confectionery,-3.21,-0.53,-2.35,F,
2019,September,ALL India,1,1.1.09,Sugar and confectionery,-1.40,1.51,-0.44,F,
2019,October,ALL India,1,1.1.09,Sugar and confectionery,1.16,1.77,1.33,F,
2019,November,ALL India,1,1.1.09,Sugar and confectionery,1.97,2.22,2.06,F,
2019,December,ALL India,1,1.1.09,Sugar and confectionery,3.37,3.33,3.35,F,
2020,January,ALL India,1,1.1.09,Sugar and confectionery,4.98,3.99,4.58,F,
2020,February,ALL India,1,1.1.09,Sugar and confectionery,4.43,3.80,4.22,F,
2020,March,ALL India,1,1.1.09,Sugar and confectionery,3.97,3.62,3.85,F,
2020,June,ALL India,1,1.1.09,Sugar and confectionery,2.35,4.03,2.88,F,
2020,July,ALL India,1,1.1.09,Sugar and confectionery,3.07,4.47,3.60,F,
2020,August,ALL India,1,1.1.09,Sugar and confectionery,3.04,5.50,3.93,F,
2020,September,ALL India,1,1.1.09,Sugar and confectionery,2.22,3.60,2.65,F,
2020,October,ALL India,1,1.1.09,Sugar and confectionery,1.14,2.09,1.49,F,
2020,November,ALL India,1,1.1.09,Sugar and confectionery,0.53,1.83,0.96,F,
2020,December,ALL India,1,1.1.09,Sugar and confectionery,0.18,1.39,0.53,F,
2021,January,ALL India,1,1.1.09,Sugar and confectionery,-0.79,0.61,-0.26,F,
2021,February,ALL India,1,1.1.09,Sugar and confectionery,-1.15,0.17,-0.70,F,
2021,March,ALL India,1,1.1.09,Sugar and confectionery,-0.80,-0.09,-0.53,F,
2021,April,ALL India,1,1.1.09,Sugar and confectionery,-6.34,-5.28,-5.99,F,
2021,May,ALL India,1,1.1.09,Sugar and confectionery,-1.64,-1.11,-1.46,F,
2021,June,ALL India,1,1.1.09,Sugar and confectionery,1.24,-0.17,0.79,F,
2021,July,ALL India,1,1.1.09,Sugar and confectionery,-0.26,-0.94,-0.52,F,
2021,August,ALL India,1,1.1.09,Sugar and confectionery,0.09,-1.77,-0.60,F,
2021,September,ALL India,1,1.1.09,Sugar and confectionery,3.47,1.95,3.01,F,
2021,October,ALL India,1,1.1.09,Sugar and confectionery,5.83,4.52,5.36,F,
2021,November,ALL India,1,1.1.09,Sugar and confectionery,6.73,5.12,6.16,F,
2021,December,ALL India,1,1.1.09,Sugar and confectionery,5.98,4.82,5.58,F,
2022,January,ALL India,1,1.1.09,Sugar and confectionery,5.67,5.02,5.45,F,
2022,February,ALL India,1,1.1.09,Sugar and confectionery,5.64,5.05,5.41,F,
2022,March,ALL India,1,1.1.09,Sugar and confectionery,5.73,5.25,5.51,F,
2022,April,ALL India,1,1.1.09,Sugar and confectionery,5.35,4.97,5.22,F,
2022,May,ALL India,1,1.1.09,Sugar and confectionery,4.02,4.57,4.27,F,
2022,June,ALL India,1,1.1.09,Sugar and confectionery,3.93,4.57,4.17,F,
2022,July,ALL India,1,1.1.09,Sugar and confectionery,4.65,5.01,4.80,F,
2022,August,ALL India,1,1.1.09,Sugar and confectionery,4.34,4.62,4.49,F,
2022,September,ALL India,1,1.1.09,Sugar and confectionery,1.26,2.24,1.59,F,
2022,October,ALL India,1,1.1.09,Sugar and confectionery,-0.41,0.73,0.00,F,
2022,November,ALL India,1,1.1.09,Sugar and confectionery,-0.49,0.24,-0.25,F,
2022,December,ALL India,1,1.1.09,Sugar and confectionery,0.50,0.98,0.66,F,
2023,January,ALL India,1,1.1.09,Sugar and confectionery,0.84,1.15,0.92,F,
2023,February,ALL India,1,1.1.09,Sugar and confectionery,1.19,1.33,1.26,F,
2023,March,ALL India,1,1.1.09,Sugar and confectionery,0.85,1.33,1.01,F,
2023,April,ALL India,1,1.1.09,Sugar and confectionery,1.86,2.16,1.93,F,
2023,May,ALL India,1,1.1.09,Sugar and confectionery,2.52,2.48,2.51,F,
2023,June,ALL India,1,1.1.09,Sugar and confectionery,3.11,2.88,3.00,F,
2023,July,ALL India,1,1.1.09,Sugar and confectionery,3.86,3.54,3.75,F,
2023,August,ALL India,1,1.1.09,Sugar and confectionery,3.83,3.93,3.80,F,
2023,September,ALL India,1,1.1.09,Sugar and confectionery,4.80,4.31,4.61,F,
2023,October,ALL India,1,1.1.09,Sugar and confectionery,5.78,5.11,5.50,F,
2023,November,ALL India,1,1.1.09,Sugar and confectionery,6.75,6.08,6.55,F,
2023,December,ALL India,1,1.1.09,Sugar and confectionery,7.43,6.74,7.22,F,
2024,January,ALL India,1,1.1.09,Sugar and confectionery,7.81,6.76,7.43,F,
2024,February,ALL India,1,1.1.09,Sugar and confectionery,7.70,6.96,7.48,F,
2024,March,ALL India,1,1.1.09,Sugar and confectionery,7.47,6.73,7.25,F,
2024,April,ALL India,1,1.1.09,Sugar and confectionery,6.15,5.77,6.02,F,
2024,May,ALL India,1,1.1.09,Sugar and confectionery,5.74,5.72,5.70,F,
2024,June,ALL India,1,1.1.09,Sugar and confectionery,5.86,5.76,5.83,F,
2024,July,ALL India,1,1.1.09,Sugar and confectionery,5.33,5.17,5.22,F,
